location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,latest_day
Mauritania,MRT,2021-04-13,NA,NA,NA,NA,357,NA,NA,NA,77,2021-04-18
Mauritania,MRT,2021-04-14,NA,NA,NA,NA,384,NA,NA,NA,83,2021-04-18
Mauritania,MRT,2021-04-15,NA,NA,NA,NA,411,NA,NA,NA,88,2021-04-18
Mauritania,MRT,2021-04-16,NA,NA,NA,NA,411,NA,NA,NA,88,2021-04-18
Mauritania,MRT,2021-04-17,NA,NA,NA,NA,411,NA,NA,NA,88,2021-04-18
Mauritania,MRT,2021-04-18,7038,7038,NA,NA,411,0.15,0.15,NA,88,2021-04-18
Mauritius,MUS,2021-01-25,0,0,NA,NA,NA,0,0,NA,NA,2021-03-24
Mauritius,MUS,2021-01-26,NA,NA,NA,NA,30,NA,NA,NA,24,2021-03-24
Mauritius,MUS,2021-01-27,NA,NA,NA,NA,30,NA,NA,NA,24,2021-03-24
Mauritius,MUS,2021-01-28,NA,NA,NA,NA,30,NA,NA,NA,24,2021-03-24
Mauritius,MUS,2021-01-29,NA,NA,NA,NA,30,NA,NA,NA,24,2021-03-24
Mauritius,MUS,2021-01-30,NA,NA,NA,NA,30,NA,NA,NA,24,2021-03-24
Mauritius,MUS,2021-01-31,NA,NA,NA,NA,30,NA,NA,NA,24,2021-03-24
Mauritius,MUS,2021-02-01,207,207,NA,NA,30,0.02,0.02,NA,24,2021-03-24
Mauritius,MUS,2021-02-02,NA,NA,NA,NA,58,NA,NA,NA,46,2021-03-24
Mauritius,MUS,2021-02-03,NA,NA,NA,NA,86,NA,NA,NA,68,2021-03-24
Mauritius,MUS,2021-02-04,NA,NA,NA,NA,114,NA,NA,NA,90,2021-03-24
Mauritius,MUS,2021-02-05,NA,NA,NA,NA,143,NA,NA,NA,112,2021-03-24
Mauritius,MUS,2021-02-06,NA,NA,NA,NA,171,NA,NA,NA,134,2021-03-24
Mauritius,MUS,2021-02-07,NA,NA,NA,NA,199,NA,NA,NA,156,2021-03-24
Mauritius,MUS,2021-02-08,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-09,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-10,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-11,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-12,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-13,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-14,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-15,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-16,NA,NA,NA,NA,227,NA,NA,NA,178,2021-03-24
Mauritius,MUS,2021-02-17,3843,3843,NA,NA,227,0.3,0.3,NA,178,2021-03-24
Mauritius,MUS,2021-02-18,NA,NA,NA,NA,658,NA,NA,NA,517,2021-03-24
Mauritius,MUS,2021-02-19,NA,NA,NA,NA,1089,NA,NA,NA,856,2021-03-24
Mauritius,MUS,2021-02-20,NA,NA,NA,NA,1519,NA,NA,NA,1194,2021-03-24
Mauritius,MUS,2021-02-21,NA,NA,NA,NA,1950,NA,NA,NA,1533,2021-03-24
Mauritius,MUS,2021-02-22,NA,NA,NA,NA,2381,NA,NA,NA,1872,2021-03-24
Mauritius,MUS,2021-02-23,NA,NA,NA,NA,2812,NA,NA,NA,2211,2021-03-24
Mauritius,MUS,2021-02-24,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-02-25,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-02-26,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-02-27,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-02-28,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-01,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-02,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-03,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-04,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-05,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-06,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-07,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-08,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-09,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-10,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-11,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-12,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-13,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-14,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-15,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-16,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-17,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-18,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-19,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-20,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-21,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-22,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-23,NA,NA,NA,NA,3242,NA,NA,NA,2549,2021-03-24
Mauritius,MUS,2021-03-24,117323,117323,NA,NA,3242,9.23,9.23,NA,2549,2021-03-24
Morocco,MAR,2021-01-28,0,NA,NA,NA,NA,0,NA,NA,NA,2021-04-30
Morocco,MAR,2021-01-29,NA,NA,NA,NA,45000,NA,NA,NA,1219,2021-04-30
Morocco,MAR,2021-01-30,90000,NA,NA,NA,45000,0.24,NA,NA,1219,2021-04-30
Morocco,MAR,2021-01-31,126000,NA,NA,36000,42000,0.34,NA,NA,1138,2021-04-30
Morocco,MAR,2021-02-01,200081,NA,NA,74081,50020,0.54,NA,NA,1355,2021-04-30
Morocco,MAR,2021-02-02,257291,NA,NA,57210,51458,0.7,NA,NA,1394,2021-04-30
Morocco,MAR,2021-02-03,308398,NA,NA,51107,51400,0.84,NA,NA,1393,2021-04-30
Morocco,MAR,2021-02-04,351723,NA,NA,43325,50246,0.95,NA,NA,1361,2021-04-30
Morocco,MAR,2021-02-05,408235,NA,NA,56512,51891,1.11,NA,NA,1406,2021-04-30
Morocco,MAR,2021-02-06,463966,NA,NA,55731,53424,1.26,NA,NA,1447,2021-04-30
Morocco,MAR,2021-02-07,NA,NA,NA,NA,54437,NA,NA,NA,1475,2021-04-30
Morocco,MAR,2021-02-08,550149,NA,NA,NA,50010,1.49,NA,NA,1355,2021-04-30
Morocco,MAR,2021-02-09,615181,NA,NA,65032,51127,1.67,NA,NA,1385,2021-04-30
Morocco,MAR,2021-02-10,746116,NA,NA,130935,62531,2.02,NA,NA,1694,2021-04-30
Morocco,MAR,2021-02-11,855318,NA,NA,109202,71942,2.32,NA,NA,1949,2021-04-30
Morocco,MAR,2021-02-12,1112103,NA,NA,256785,100553,3.01,NA,NA,2724,2021-04-30
Morocco,MAR,2021-02-13,1388539,NA,NA,276436,132082,3.76,NA,NA,3578,2021-04-30
Morocco,MAR,2021-02-14,NA,NA,NA,NA,148680,NA,NA,NA,4028,2021-04-30
Morocco,MAR,2021-02-15,1707091,NA,NA,NA,165277,4.62,NA,NA,4478,2021-04-30
Morocco,MAR,2021-02-16,1904169,NA,NA,197078,184141,5.16,NA,NA,4989,2021-04-30
Morocco,MAR,2021-02-17,2081013,NA,NA,176844,190700,5.64,NA,NA,5167,2021-04-30
Morocco,MAR,2021-02-18,2233123,NA,NA,152110,196829,6.05,NA,NA,5333,2021-04-30
Morocco,MAR,2021-02-19,2362150,2357283,4867,129027,178578,6.4,6.39,0.01,4838,2021-04-30
Morocco,MAR,2021-02-20,2461192,2447716,13476,99042,153236,6.67,6.63,0.04,4152,2021-04-30
Morocco,MAR,2021-02-21,NA,NA,NA,NA,138660,NA,NA,NA,3757,2021-04-30
Morocco,MAR,2021-02-22,2575684,2552017,23667,NA,124085,6.98,6.91,0.06,3362,2021-04-30
Morocco,MAR,2021-02-23,2667091,2635859,31232,91407,108989,7.23,7.14,0.08,2953,2021-04-30
Morocco,MAR,2021-02-24,2948945,2911635,37310,281854,123990,7.99,7.89,0.1,3359,2021-04-30
Morocco,MAR,2021-02-25,3204105,3160479,43626,255160,138712,8.68,8.56,0.12,3758,2021-04-30
Morocco,MAR,2021-02-26,3424295,3327858,96437,220190,151735,9.28,9.02,0.26,4111,2021-04-30
Morocco,MAR,2021-02-27,3597903,3435997,161906,173608,162387,9.75,9.31,0.44,4399,2021-04-30
Morocco,MAR,2021-02-28,NA,NA,NA,NA,168763,NA,NA,NA,4572,2021-04-30
Morocco,MAR,2021-03-01,3801650,3568670,232980,NA,175138,10.3,9.67,0.63,4745,2021-04-30
Morocco,MAR,2021-03-02,3951325,3657468,293857,149675,183462,10.71,9.91,0.8,4970,2021-04-30
Morocco,MAR,2021-03-03,4105862,3745173,360689,154537,165274,11.12,10.15,0.98,4478,2021-04-30
Morocco,MAR,2021-03-04,4233129,3820097,413032,127267,147003,11.47,10.35,1.12,3983,2021-04-30
Morocco,MAR,2021-03-05,4377629,3877687,499942,144500,136191,11.86,10.51,1.35,3690,2021-04-30
Morocco,MAR,2021-03-06,4492557,3913615,578942,114928,127808,12.17,10.6,1.57,3463,2021-04-30
Morocco,MAR,2021-03-07,NA,NA,NA,NA,121878,NA,NA,NA,3302,2021-04-30
Morocco,MAR,2021-03-08,4613292,3961941,651351,NA,115949,12.5,10.73,1.76,3141,2021-04-30
Morocco,MAR,2021-03-09,4734200,4017087,717113,120908,111839,12.83,10.88,1.94,3030,2021-04-30
Morocco,MAR,2021-03-10,4934283,4080009,854274,200083,118346,13.37,11.05,2.31,3206,2021-04-30
Morocco,MAR,2021-03-11,5102685,4130606,972079,168402,124222,13.82,11.19,2.63,3365,2021-04-30
Morocco,MAR,2021-03-12,5394092,4169133,1224959,291407,145209,14.61,11.3,3.32,3934,2021-04-30
Morocco,MAR,2021-03-13,5682508,4210770,1471738,288416,169993,15.4,11.41,3.99,4606,2021-04-30
Morocco,MAR,2021-03-14,NA,NA,NA,NA,183532,NA,NA,NA,4972,2021-04-30
Morocco,MAR,2021-03-15,5992783,4225311,1767472,NA,197070,16.24,11.45,4.79,5339,2021-04-30
Morocco,MAR,2021-03-16,6197382,4236386,1960996,204599,209026,16.79,11.48,5.31,5663,2021-04-30
Morocco,MAR,2021-03-17,6360732,4244651,2116081,163350,203778,17.23,11.5,5.73,5521,2021-04-30
Morocco,MAR,2021-03-18,NA,NA,NA,NA,197609,NA,NA,NA,5354,2021-04-30
Morocco,MAR,2021-03-19,6611161,4258813,2352348,NA,173867,17.91,11.54,6.37,4710,2021-04-30
Morocco,MAR,2021-03-20,6687548,4264168,2423380,76387,143577,18.12,11.55,6.57,3890,2021-04-30
Morocco,MAR,2021-03-21,NA,NA,NA,NA,128126,NA,NA,NA,3471,2021-04-30
Morocco,MAR,2021-03-22,6781503,4264761,2516742,NA,112674,18.37,11.55,6.82,3053,2021-04-30
Morocco,MAR,2021-03-23,6858400,4265196,2593204,76897,94431,18.58,11.56,7.03,2558,2021-04-30
Morocco,MAR,2021-03-24,7128976,4284060,2844916,270576,109749,19.31,11.61,7.71,2973,2021-04-30
Morocco,MAR,2021-03-25,7360398,4289281,3071117,231422,124922,19.94,11.62,8.32,3384,2021-04-30
Morocco,MAR,2021-03-26,7525286,4293544,3231742,164888,130589,20.39,11.63,8.76,3538,2021-04-30
Morocco,MAR,2021-03-27,7634475,4302183,3332292,109189,135275,20.68,11.66,9.03,3665,2021-04-30
Morocco,MAR,2021-03-28,NA,NA,NA,NA,137423,NA,NA,NA,3723,2021-04-30
Morocco,MAR,2021-03-29,7758500,4302897,3455603,NA,139571,21.02,11.66,9.36,3781,2021-04-30
Morocco,MAR,2021-03-30,7882300,4315802,3566498,123800,146271,21.36,11.69,9.66,3963,2021-04-30
Morocco,MAR,2021-03-31,7994600,4320349,3674251,112300,123661,21.66,11.7,9.95,3350,2021-04-30
Morocco,MAR,2021-04-01,8096454,4329244,3767210,101854,105151,21.94,11.73,10.21,2849,2021-04-30
Morocco,MAR,2021-04-02,8171651,4331082,3840569,75197,92338,22.14,11.73,10.41,2502,2021-04-30
Morocco,MAR,2021-04-03,8240870,4348995,3891875,69219,86628,22.33,11.78,10.54,2347,2021-04-30
Morocco,MAR,2021-04-04,NA,NA,NA,NA,82211,NA,NA,NA,2227,2021-04-30
Morocco,MAR,2021-04-05,8303056,4352033,3951023,NA,77794,22.5,11.79,10.7,2108,2021-04-30
Morocco,MAR,2021-04-06,8375241,4382917,3992324,72185,70420,22.69,11.87,10.82,1908,2021-04-30
Morocco,MAR,2021-04-07,8448106,4410023,4038083,72865,64787,22.89,11.95,10.94,1755,2021-04-30
Morocco,MAR,2021-04-08,8509229,4433939,4075290,61123,58968,23.05,12.01,11.04,1598,2021-04-30
Morocco,MAR,2021-04-09,8552304,4449047,4103257,43075,54379,23.17,12.05,11.12,1473,2021-04-30
Morocco,MAR,2021-04-10,8606571,4471831,4134740,54267,52243,23.32,12.12,11.2,1415,2021-04-30
Morocco,MAR,2021-04-11,8635238,4486628,4148610,28667,51896,23.4,12.16,11.24,1406,2021-04-30
Morocco,MAR,2021-04-12,NA,NA,NA,NA,48571,NA,NA,NA,1316,2021-04-30
Morocco,MAR,2021-04-13,8650872,4495477,4155395,NA,39376,23.44,12.18,11.26,1067,2021-04-30
Morocco,MAR,2021-04-14,8696100,4529399,4166701,45228,35428,23.56,12.27,11.29,960,2021-04-30
Morocco,MAR,2021-04-15,8728449,4554000,4174449,32349,31317,23.65,12.34,11.31,848,2021-04-30
Morocco,MAR,2021-04-16,8763819,4583664,4180155,35370,30216,23.74,12.42,11.33,819,2021-04-30
Morocco,MAR,2021-04-17,8841456,4655007,4186449,77637,33555,23.95,12.61,11.34,909,2021-04-30
Morocco,MAR,2021-04-18,NA,NA,NA,NA,30832,NA,NA,NA,835,2021-04-30
Morocco,MAR,2021-04-19,8860662,4672326,4188336,NA,31087,24.01,12.66,11.35,842,2021-04-30
Morocco,MAR,2021-04-20,8878445,4684557,4193888,17783,32510,24.05,12.69,11.36,881,2021-04-30
Morocco,MAR,2021-04-21,8901652,4697873,4203779,23207,29365,24.12,12.73,11.39,796,2021-04-30
Morocco,MAR,2021-04-22,8914956,4707658,4207298,13304,26644,24.15,12.75,11.4,722,2021-04-30
Morocco,MAR,2021-04-23,8941120,4723635,4217485,26164,25329,24.22,12.8,11.43,686,2021-04-30
Morocco,MAR,2021-04-24,NA,NA,NA,NA,14723,NA,NA,NA,399,2021-04-30
Morocco,MAR,2021-04-25,NA,NA,NA,NA,13837,NA,NA,NA,375,2021-04-30
Morocco,MAR,2021-04-26,8951316,4731440,4219876,NA,12951,24.25,12.82,11.43,351,2021-04-30
Morocco,MAR,2021-04-27,9041985,4808303,4233682,90669,23363,24.5,13.03,11.47,633,2021-04-30
Morocco,MAR,2021-04-28,9239973,4985094,4254879,197988,48332,25.03,13.51,11.53,1309,2021-04-30
Morocco,MAR,2021-04-29,NA,NA,NA,NA,51794,NA,NA,NA,1403,2021-04-30
Morocco,MAR,2021-04-30,9315054,5054642,4260412,NA,53419,25.24,13.69,11.54,1447,2021-04-30
Mozambique,MOZ,2021-03-07,0,0,NA,NA,NA,0,0,NA,NA,2021-03-23
Mozambique,MOZ,2021-03-08,NA,NA,NA,NA,7740,NA,NA,NA,248,2021-03-23
Mozambique,MOZ,2021-03-09,NA,NA,NA,NA,7740,NA,NA,NA,248,2021-03-23
Mozambique,MOZ,2021-03-10,NA,NA,NA,NA,7740,NA,NA,NA,248,2021-03-23
Mozambique,MOZ,2021-03-11,NA,NA,NA,NA,7740,NA,NA,NA,248,2021-03-23
Mozambique,MOZ,2021-03-12,NA,NA,NA,NA,7740,NA,NA,NA,248,2021-03-23
Mozambique,MOZ,2021-03-13,46439,46439,NA,NA,7740,0.15,0.15,NA,248,2021-03-23
Mozambique,MOZ,2021-03-14,NA,NA,NA,NA,6789,NA,NA,NA,217,2021-03-23
Mozambique,MOZ,2021-03-15,NA,NA,NA,NA,5839,NA,NA,NA,187,2021-03-23
Mozambique,MOZ,2021-03-16,NA,NA,NA,NA,4888,NA,NA,NA,156,2021-03-23
Mozambique,MOZ,2021-03-17,NA,NA,NA,NA,3938,NA,NA,NA,126,2021-03-23
Mozambique,MOZ,2021-03-18,NA,NA,NA,NA,2988,NA,NA,NA,96,2021-03-23
Mozambique,MOZ,2021-03-19,NA,NA,NA,NA,2037,NA,NA,NA,65,2021-03-23
Mozambique,MOZ,2021-03-20,NA,NA,NA,NA,1087,NA,NA,NA,35,2021-03-23
Mozambique,MOZ,2021-03-21,NA,NA,NA,NA,1087,NA,NA,NA,35,2021-03-23
Mozambique,MOZ,2021-03-22,NA,NA,NA,NA,1087,NA,NA,NA,35,2021-03-23
Mozambique,MOZ,2021-03-23,57305,57305,NA,NA,1087,0.18,0.18,NA,35,2021-03-23
Namibia,NAM,2021-03-18,0,0,NA,NA,NA,0,0,NA,NA,2021-04-28
Namibia,NAM,2021-03-19,NA,NA,NA,NA,22,NA,NA,NA,9,2021-04-28
Namibia,NAM,2021-03-20,NA,NA,NA,NA,22,NA,NA,NA,9,2021-04-28
Namibia,NAM,2021-03-21,NA,NA,NA,NA,22,NA,NA,NA,9,2021-04-28
Namibia,NAM,2021-03-22,NA,NA,NA,NA,22,NA,NA,NA,9,2021-04-28
Namibia,NAM,2021-03-23,NA,NA,NA,NA,22,NA,NA,NA,9,2021-04-28
Namibia,NAM,2021-03-24,NA,NA,NA,NA,22,NA,NA,NA,9,2021-04-28
Namibia,NAM,2021-03-25,152,152,NA,NA,22,0.01,0.01,NA,9,2021-04-28
Namibia,NAM,2021-03-26,NA,NA,NA,NA,51,NA,NA,NA,20,2021-04-28
Namibia,NAM,2021-03-27,NA,NA,NA,NA,80,NA,NA,NA,31,2021-04-28
Namibia,NAM,2021-03-28,NA,NA,NA,NA,109,NA,NA,NA,43,2021-04-28
Namibia,NAM,2021-03-29,NA,NA,NA,NA,138,NA,NA,NA,54,2021-04-28
Namibia,NAM,2021-03-30,NA,NA,NA,NA,167,NA,NA,NA,66,2021-04-28
Namibia,NAM,2021-03-31,1501,1501,NA,NA,196,0.06,0.06,NA,77,2021-04-28
Namibia,NAM,2021-04-01,1851,1851,NA,350,243,0.07,0.07,NA,96,2021-04-28
Namibia,NAM,2021-04-02,NA,NA,NA,NA,228,NA,NA,NA,90,2021-04-28
Namibia,NAM,2021-04-03,2094,2094,NA,NA,213,0.08,0.08,NA,84,2021-04-28
Namibia,NAM,2021-04-04,NA,NA,NA,NA,193,NA,NA,NA,76,2021-04-28
Namibia,NAM,2021-04-05,NA,NA,NA,NA,174,NA,NA,NA,68,2021-04-28
Namibia,NAM,2021-04-06,NA,NA,NA,NA,154,NA,NA,NA,61,2021-04-28
Namibia,NAM,2021-04-07,NA,NA,NA,NA,134,NA,NA,NA,53,2021-04-28
Namibia,NAM,2021-04-08,2526,2526,NA,NA,96,0.1,0.1,NA,38,2021-04-28
Namibia,NAM,2021-04-09,NA,NA,NA,NA,82,NA,NA,NA,32,2021-04-28
Namibia,NAM,2021-04-10,NA,NA,NA,NA,69,NA,NA,NA,27,2021-04-28
Namibia,NAM,2021-04-11,2598,2598,NA,NA,60,0.1,0.1,NA,24,2021-04-28
Namibia,NAM,2021-04-12,2875,2875,NA,277,87,0.11,0.11,NA,34,2021-04-28
Namibia,NAM,2021-04-13,3122,3122,NA,247,110,0.12,0.12,NA,43,2021-04-28
Namibia,NAM,2021-04-14,3282,3282,NA,160,120,0.13,0.13,NA,47,2021-04-28
Namibia,NAM,2021-04-15,3587,3587,NA,305,152,0.14,0.14,NA,60,2021-04-28
Namibia,NAM,2021-04-16,3993,3993,NA,406,206,0.16,0.16,NA,81,2021-04-28
Namibia,NAM,2021-04-17,4493,4493,NA,500,274,0.18,0.18,NA,108,2021-04-28
Namibia,NAM,2021-04-18,4620,4620,NA,127,289,0.18,0.18,NA,114,2021-04-28
Namibia,NAM,2021-04-19,4748,4620,128,128,268,0.19,0.18,0.01,105,2021-04-28
Namibia,NAM,2021-04-20,5699,5536,163,951,368,0.22,0.22,0.01,145,2021-04-28
Namibia,NAM,2021-04-21,6237,5998,239,538,422,0.25,0.24,0.01,166,2021-04-28
Namibia,NAM,2021-04-22,7417,7120,297,1180,547,0.29,0.28,0.01,215,2021-04-28
Namibia,NAM,2021-04-23,9955,9460,495,2538,852,0.39,0.37,0.02,335,2021-04-28
Namibia,NAM,2021-04-24,12550,11692,858,2595,1151,0.49,0.46,0.03,453,2021-04-28
Namibia,NAM,2021-04-25,12833,11971,862,283,1173,0.51,0.47,0.03,462,2021-04-28
Namibia,NAM,2021-04-26,NA,NA,NA,NA,1497,NA,NA,NA,589,2021-04-28
Namibia,NAM,2021-04-27,NA,NA,NA,NA,1702,NA,NA,NA,670,2021-04-28
Namibia,NAM,2021-04-28,20005,18837,1168,NA,1967,0.79,0.74,0.05,774,2021-04-28
Niger,NER,2021-03-28,0,0,NA,NA,NA,0,0,NA,NA,2021-04-17
Niger,NER,2021-03-29,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-03-30,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-03-31,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-01,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-02,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-03,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-04,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-05,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-06,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-07,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-08,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-09,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-10,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-11,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-12,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-13,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-14,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-15,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-16,NA,NA,NA,NA,68,NA,NA,NA,3,2021-04-17
Niger,NER,2021-04-17,1366,1366,NA,NA,68,0.01,0.01,NA,3,2021-04-17
Nigeria,NGA,2021-03-04,0,0,NA,NA,NA,0,0,NA,NA,2021-04-28
Nigeria,NGA,2021-03-05,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-06,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-07,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-08,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-09,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-10,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-11,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-12,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-13,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-14,NA,NA,NA,NA,727,NA,NA,NA,4,2021-04-28
Nigeria,NGA,2021-03-15,8000,8000,NA,NA,727,0,0,NA,4,2021-04-28
Nigeria,NGA,2021-03-16,NA,NA,NA,NA,4900,NA,NA,NA,24,2021-04-28
Nigeria,NGA,2021-03-17,NA,NA,NA,NA,9074,NA,NA,NA,44,2021-04-28
Nigeria,NGA,2021-03-18,NA,NA,NA,NA,13247,NA,NA,NA,64,2021-04-28
Nigeria,NGA,2021-03-19,NA,NA,NA,NA,17420,NA,NA,NA,85,2021-04-28
Nigeria,NGA,2021-03-20,NA,NA,NA,NA,21593,NA,NA,NA,105,2021-04-28
Nigeria,NGA,2021-03-21,NA,NA,NA,NA,25767,NA,NA,NA,125,2021-04-28
Nigeria,NGA,2021-03-22,NA,NA,NA,NA,29940,NA,NA,NA,145,2021-04-28
Nigeria,NGA,2021-03-23,NA,NA,NA,NA,29940,NA,NA,NA,145,2021-04-28
Nigeria,NGA,2021-03-24,277458,277458,NA,NA,29940,0.13,0.13,NA,145,2021-04-28
Nigeria,NGA,2021-03-25,NA,NA,NA,NA,34097,NA,NA,NA,165,2021-04-28
Nigeria,NGA,2021-03-26,NA,NA,NA,NA,38255,NA,NA,NA,186,2021-04-28
Nigeria,NGA,2021-03-27,NA,NA,NA,NA,42412,NA,NA,NA,206,2021-04-28
Nigeria,NGA,2021-03-28,513626,513626,NA,NA,46570,0.25,0.25,NA,226,2021-04-28
Nigeria,NGA,2021-03-29,NA,NA,NA,NA,52044,NA,NA,NA,252,2021-04-28
Nigeria,NGA,2021-03-30,NA,NA,NA,NA,57519,NA,NA,NA,279,2021-04-28
Nigeria,NGA,2021-03-31,718412,718412,NA,NA,62993,0.35,0.35,NA,306,2021-04-28
Nigeria,NGA,2021-04-01,818865,818865,NA,100453,68909,0.4,0.4,NA,334,2021-04-28
Nigeria,NGA,2021-04-02,NA,NA,NA,NA,64632,NA,NA,NA,314,2021-04-28
Nigeria,NGA,2021-04-03,NA,NA,NA,NA,60356,NA,NA,NA,293,2021-04-28
Nigeria,NGA,2021-04-04,NA,NA,NA,NA,56079,NA,NA,NA,272,2021-04-28
Nigeria,NGA,2021-04-05,NA,NA,NA,NA,50485,NA,NA,NA,245,2021-04-28
Nigeria,NGA,2021-04-06,964387,964387,NA,NA,44891,0.47,0.47,NA,218,2021-04-28
Nigeria,NGA,2021-04-07,NA,NA,NA,NA,36556,NA,NA,NA,177,2021-04-28
